Rank;Country;Age;Birthday;Weight;Height;WL_17;T17;Earn17;Career_high;WL_career;T_career;Earn_career
DarrenK.Polkinghorne;1392;AUS;24;1993.02.26;70;170;0-0;0;3,271;488;0-0;0;29,034
LukasVejvara;1392;CZE;20;1997.03.26;;;0-0;0;1,108;943;0-0;0;5,646
NicholasBybel;1400;USA;24;1993.10.25;;;0-0;0;1,111;1054;0-0;0;3,875
CesarTestoni;1400;FRA;22;1995.10.04;;;0-0;0;690;1137;0-0;0;6,724
FlorisVanDenBrink;1400;NED;22;1995.07.21;;;0-0;0;1,788;1328;0-0;0;3,590
JurgenBriand;1403;FRA;18;1999.01.11;;;0-0;0;1,918;1212;0-0;0;3,876
ErgiKirkin;1403;TUR;18;1999.01.27;73;180;0-0;0;726;1295;0-0;0;3,503
AlexandruVasileManole;1403;ROU;19;1998.09.21;;;0-0;0;1,918;1284;0-0;0;6,114
VitaliiShcherba;1403;UKR;20;1997.03.24;73;183;0-0;0;1,814;1155;0-0;0;10,900
BartoszWojnar;1403;POL;24;1993.09.26;;;0-0;0;1,814;1268;0-0;0;9,504
DavidAgungSusanto;1408;INA;26;1991.07.21;;;1-1;0;2,220;732;5-9;0;18,410
TejasChaukulkar;1409;IND;28;1989.10.24;;;0-0;0;1,866;1383;0-0;0;6,355
PatrickDaciek;1409;USA;27;1990.03.09;75;178;0-0;0;834;830;0-0;0;16,527
MasayaKobayashi;1409;JPN;20;1997.09.22;60;170;0-0;0;946;1137;0-0;0;3,886
MilosSekulic;1409;SWE;28;1989.11.04;73;178;0-0;0;4,609;288;0-3;0;64,910
ChukangWang;1409;CHN;18;1999.09.06;;;0-0;0;2,626;1281;0-0;0;3,502
DanielBatista;1414;POR;19;1998.12.06;;;0-0;0;2,204;1411;0-0;0;3,130
MartinBeran;1414;CAN;22;1995.11.27;85;191;0-0;0;1,296;518;0-0;0;17,603
AndresGabrielCiurletti;1416;ITA;19;1998.01.04;;;0-0;0;2,678;1251;0-0;0;7,476
MatthewDellavedova;1416;AUS;17;2000.05.30;78;191;0-0;0;3,406;1329;0-0;0;4,204
FerminTenti;1416;ARG;20;1997.06.14;74;180;0-0;0;2,022;1387;0-0;0;3,204
LeonardVonHindte;1416;GER;23;1994.04.28;78;185;0-0;0;898;1270;0-0;0;4,504
AaronAddison;1420;AUS;22;1995.11.12;82;193;0-0;0;1,591;972;0-0;0;15,196
Wei-DeLin;1420;TPE;21;1996.02.05;80;178;0-0;0;2,092;765;0-0;0;13,166
JiratNavasirisomboon;1420;THA;21;1996.11.17;60;175;0-0;0;2,391;831;0-0;0;15,745
JuanBautistaOtegui;1420;ARG;18;1999.02.23;;;0-0;0;2,178;1420;0-0;0;3,040
GiovaniSamaha;1420;LIB;23;1994.07.14;;;0-0;0;1,203;1060;1-0;0;6,467
KacperZuk;1420;POL;18;1999.01.21;;;0-0;0;1,639;634;0-0;0;8,039
AnirudhChandrasekar;1426;IND;19;1998.07.11;74;180;0-0;0;1,668;1012;0-0;0;6,419
AlexanderMerino;1426;PER;25;1992.08.31;77;183;0-0;0;2,898;631;0-0;0;15,736
AzizOuakaa;1428;TUN;18;1999.08.07;;;0-0;0;2,490;1419;0-0;0;3,222
BenjaminDhoe;1429;BEL;21;1996.08.20;;;0-0;0;1,356;1035;0-0;0;7,380
AlexisCanter;1430;GBR;19;1998.06.03;;;0-0;0;3,234;1303;0-0;0;6,164
TiagoCacao;1431;POR;19;1998.02.28;;;0-0;0;1,801;1023;0-0;0;10,105
AntonMatusevich;1432;GBR;16;2001.05.30;;;0-0;0;438;1430;0-0;0;438
JoskoTopic;1432;CRO;34;1983.12.08;;;0-0;0;438;543;0-1;0;44,529
LaurensVerboven;1432;BEL;20;1997.04.18;;;0-0;0;438;1022;0-0;0;4,490
TuckerVorster;1432;RSA;29;1988.09.03;90;196;0-0;0;438;278;5-2;0;60,836
DominikBarton;1436;CZE;19;1998.04.05;;;0-0;0;594;1436;0-0;0;856
AlexandreCastanhoRibeiro;1436;POR;19;1998.12.30;;;0-0;0;594;1434;0-0;0;1,062
HugoDiFeo;1436;CAN;22;1995.04.18;68;178;0-0;0;1,680;536;0-0;0;16,014
AxelGeller;1436;ARG;18;1999.04.01;;;0-0;0;1,478;1434;0-0;0;1,678
WilliamGrant;1436;USA;16;2001.02.13;;;0-0;0;594;1434;0-0;0;648
ValentinNourrissat;1436;FRA;26;1991.08.09;84;196;0-0;0;594;1091;0-0;0;3,647
JanPoskocil;1436;AUT;28;1989.05.27;78;175;0-0;0;594;1025;0-0;0;3,655
CharlyZick;1436;GER;21;1996.09.03;77;175;0-0;0;1,792;1434;0-0;0;2,050
MuhammadAbid;1444;PAK;23;1994.06.03;;;0-2;0;516;1444;0-5;0;624
NicolasAcevedo;1444;CHI;18;1999.09.25;;;0-0;0;416;1199;0-0;0;1,036
IgorGimenez;1444;BRA;17;2000.02.20;;;0-0;0;516;1443;0-0;0;612
DimitarGrabul;1444;MKD;36;1981.11.05;;;0-0;0;516;505;2-7;0;22,673
Shao-FanLiu;1444;TPE;20;1997.01.30;78;188;0-0;0;1,204;720;0-0;0;6,798
MarioMansillaDiez;1444;ESP;15;2002.05.12;;;0-0;0;516;1443;0-0;0;624
JordiMunoz-Abreu;1444;VEN;27;1990.01.17;;;3-0;0;3,517;291;3-0;0;33,099
KaranRastogi;1444;HKG;31;1986.10.08;66;178;1-0;0;270;217;1-4;0;95,828
Raul-IsaiasRosas-Zarur;1444;MEX;28;1989.05.04;80;183;0-0;0;516;1443;0-0;0;9,428
NitinKumarSinha;1444;IND;18;1999.02.20;68;175;0-0;0;996;1269;0-0;0;3,721
LeonardoAboian;1455;ARG;19;1998.04.20;;;0-0;0;750;1308;0-0;0;2,182
MertAlkaya;1455;TUR;17;2000.06.14;;;0-0;0;854;1450;0-0;0;998
PetrArkhipov;1455;RUS;23;1994.12.12;;;0-0;0;750;1152;0-0;0;2,620
PetrArkhipov;1455;RUS;23;1994.12.12;;;0-0;0;750;1432;0-0;0;2,493
MartinDimitrov;1455;BUL;20;1997.03.10;;;0-0;0;854;1450;0-0;0;1,480
DmitroKamynin;1455;UKR;28;1989.10.28;;;0-0;0;432;709;0-0;0;10,452
AbdulhamidMubarak;1455;KUW;23;1994.04.08;;;0-0;0;750;1450;0-1;0;2,558
MarcoNeubau;1455;ESP;23;1994.08.22;;;0-0;0;750;1450;0-0;0;4,664
KoichiSano;1455;JPN;29;1988.09.21;;;0-0;0;750;1282;0-0;0;5,144
ChunHsinTseng;1455;TPE;16;2001.08.08;;;0-0;0;312;1340;0-0;0;988
TadasBabelis;1465;LTU;20;1997.02.25;;;1-1;0;378;1087;1-1;0;4,442
GianlucaBergomi;1465;ITA;24;1993.01.15;;;0-0;0;672;1461;0-0;0;1,527
NicolasBianchi;1465;ARG;21;1996.11.10;;;0-0;0;672;1465;0-0;0;1,146
WilliamBushamuka;1465;USA;21;1996.01.24;95;185;0-0;0;1,296;960;0-0;0;6,511
EricCaleguer;1465;BRA;20;1997.11.22;75;178;0-0;0;672;1336;0-0;0;1,772
FabioCosta;1465;BRA;24;1993.02.06;;;0-0;0;672;1445;0-0;0;1,044
PasqualeDeGiorgio;1465;ITA;18;1999.04.27;;;0-0;0;776;1461;0-0;0;866
SharmalDissanayake;1465;SRI;21;1996.05.14;;;0-0;0;672;1461;2-5;0;1,856
LucasGerch;1465;GER;23;1994.12.20;;;0-0;0;672;1428;0-0;0;1,930
LeonHoeveler;1465;GER;22;1995.12.25;;;0-0;0;672;1461;0-0;0;2,148
YuichiroInui;1465;JPN;22;1995.04.02;75;185;0-0;0;672;1461;0-0;0;2,468
PaulJubb;1465;GBR;18;1999.10.31;;;0-0;0;672;1461;0-0;0;672
MihailKhaldeev;1465;RUS;23;1994.09.06;90;191;0-0;0;844;1371;0-0;0;4,594
HeiYinAndrewLi;1465;HKG;20;1997.03.28;;;0-1;0;414;1461;0-1;0;2,232
MarkoMiladinovic;1465;SRB;17;2000.12.07;;;0-0;0;672;1461;0-0;0;830
ChristianPaul;1465;NGR;23;1994.11.26;;;0-0;0;1,120;1257;0-0;0;5,118
BogdanPavel;1465;ROU;18;1999.06.11;;;0-0;0;672;1461;0-0;0;1,250
DusanRajic;1465;SRB;18;1999.04.27;;;0-0;0;672;1461;0-0;0;916
HorstRieder;1465;ITA;20;1997.04.14;;;0-0;0;420;1410;0-0;0;1,510
ElieRousset;1465;FRA;28;1989.09.05;88;198;0-0;0;776;454;0-0;0;53,317
StijnSlump;1465;NED;18;1999.01.21;;;0-0;0;672;1342;0-0;0;1,058
MatteoTrevisan;1465;ITA;28;1989.08.13;80;183;0-0;0;844;267;0-1;0;124,230
MaximTybar;1465;BLR;19;1998.06.01;;;0-0;0;672;1036;0-0;0;5,106
KeisukeWatanuki;1465;JPN;24;1993.11.19;67;168;0-0;0;672;1088;0-0;0;7,253
OliverCrawford;1489;USA;18;1999.04.30;;;0-0;0;906;1489;0-0;0;1,286
GabrielFriedrich;1489;BRA;23;1994.06.04;;;0-0;0;1,218;1029;0-0;0;6,524
JoseAntonioRodriguezRodriguez;1489;MEX;22;1995.04.24;89;178;0-0;0;906;1367;0-0;0;4,762
FedericoBertuccioli;1492;ITA;19;1998.08.14;;;0-0;0;1,104;1492;0-0;0;2,206
FedericoBertuccioli;1492;ITA;19;1998.08.14;;;0-0;0;828;1492;0-0;0;4,814
SimenSundeBratholm;1492;NOR;18;1999.03.04;;;1-1;0;1,000;1203;1-1;0;1,948
DavidDamianBrna;1492;SVK;19;1998.05.21;;;0-0;0;828;1492;0-0;0;1,768
DanielCukierman;1492;ISR;22;1995.07.09;70;;0-1;0;1,000;525;0-1;0;20,187
GabrielDecamps;1492;BRA;18;1999.08.07;80;193;0-0;0;932;1492;0-0;0;1,832
MitchellFrank;1492;USA;25;1992.10.16;79;185;0-0;0;828;503;0-0;0;32,255
ZachItzstein;1492;AUS;29;1988.09.02;76;178;0-0;0;932;898;0-0;0;13,063
NiklasJohansson;1492;SWE;19;1998.10.07;85;201;0-0;0;1,104;1351;0-0;0;2,470
PhilippKlimov;1492;RUS;18;1999.03.11;;;0-0;0;1,000;1492;0-0;0;1,626
Oh-HeeKwon;1492;KOR;39;1978.06.18;;;0-0;0;828;288;1-0;0;89,268
ChingLam;1492;HKG;18;1999.09.03;;;0-0;0;570;1492;0-0;0;1,030
RobinLang;1492;GER;21;1996.02.03;;;0-0;0;828;1310;0-0;0;3,568
KaiLemstra;1492;GER;18;1999.06.19;;;0-0;0;828;1492;0-0;0;1,742
YukiMatsuo;1492;JPN;27;1990.10.15;;;0-0;0;932;979;0-0;0;10,806
SiphosothandoMontsi;1492;RSA;18;1999.11.09;;;0-0;0;828;1447;0-0;0;1,054
AlexeyNesterov;1492;RUS;19;1998.01.22;;;0-0;0;828;1492;0-0;0;936
GrzegorzPanfil;1492;POL;29;1988.01.01;76;183;0-0;0;10,928;176;2-2;0;197,167
AronPierce;1492;USA;20;1997.01.04;86;191;0-0;0;1,104;1492;0-0;0;2,242
SidanePontjodikromo;1492;NED;17;2000.10.24;;;0-0;0;648;1029;0-0;0;1,580
TimRuehl;1492;GER;19;1998.03.31;;;0-0;0;828;1355;0-0;0;2,596
ChristianSamuelsson;1492;SWE;21;1996.01.09;78;183;0-0;0;926;834;0-0;0;8,030
MicoSantiago;1492;USA;23;1994.03.11;66;170;0-0;0;1,000;684;0-0;0;27,509
KeivonTabrizi;1492;SUI;21;1996.07.23;73;180;0-0;0;828;1143;0-0;0;6,984
QuinntonVega;1492;USA;25;1992.11.22;81;185;0-0;0;594;736;0-0;0;11,874
KaiWehnelt;1492;GER;22;1995.11.27;;;0-0;0;1,357;1462;0-0;0;1,851
DanielKopeinigg;1518;AUT;29;1988.07.28;;;0-0;0;1,166;1493;0-0;0;2,934
MateuszKowalczyk;1518;POL;30;1987.05.03;85;191;1-0;0;10,521;77;16-27;1;264,881
YvoPanak;1518;CZE;22;1995.08.21;78;185;0-0;0;1,166;1382;0-0;0;3,815
JiHoonSon;1518;KOR;23;1994.09.09;74;180;0-0;0;1,062;791;0-0;0;8,766
JuliusTverijonas;1518;LTU;23;1994.06.14;;;0-0;0;528;1044;0-0;0;5,726
FilipBrtnicky;1523;CZE;25;1992.04.25;80;185;0-0;0;378;767;0-0;0;14,657
JuanPabloCanasGarcia;1523;ESP;20;1997.03.08;;;0-0;0;990;1171;0-0;0;6,135
AlessandroCeppellini;1523;ITA;21;1996.10.07;;;0-0;0;1,296;1398;0-0;0;5,185
FranciscoDias;1523;POR;25;1992.05.01;;;0-0;0;984;954;0-0;0;5,194
KayaGore;1523;TUR;18;1999.01.28;;;0-0;0;1,088;1521;0-0;0;2,092
EduardGuellBartrina;1523;ESP;19;1998.09.06;;;0-0;0;1,088;1497;0-0;0;3,091
JessyKalambay;1523;SUI;25;1992.10.30;97;193;0-0;0;1,509;861;0-0;0;12,332
DylanSeongKwanKim;1523;KOR;32;1985.05.13;;;0-0;0;984;629;0-0;0;24,039
DaniilKlimov;1523;GER;18;1999.03.29;;;0-0;0;306;1509;0-0;0;1,430
DominikNazaruk;1523;POL;21;1996.10.14;;;0-0;0;984;1513;0-0;0;1,800
BenardBrunoNkomba;1523;AUS;18;1999.09.08;65;175;0-0;0;790;1228;0-0;0;5,046
YutoSakai;1523;JPN;21;1996.08.12;72;173;0-0;0;561;1113;0-0;0;1,993
LucaGeorgeTatomir;1523;ROU;22;1995.08.21;81;191;0-0;0;1,364;766;0-0;0;14,064
RichardTorres;1523;USA;19;1998.02.26;;;0-0;0;828;1522;0-0;0;1,240
MoritzTrocker;1523;ITA;17;2000.04.22;;;0-0;0;984;1461;0-0;0;1,218
RobertasVrzesinski;1523;LTU;19;1998.03.02;;;0-0;0;828;1427;0-0;0;1,272
JordiWalder;1523;GER;19;1998.07.19;;;0-0;0;984;1521;0-0;0;1,554
HuixinWang;1523;CHN;21;1996.08.04;84;191;0-0;0;1,364;1373;0-0;0;3,340
HenrikWiersholm;1523;USA;20;1997.03.27;73;178;0-0;0;1,328;838;0-0;0;4,936
GeorgWinkler;1523;ITA;20;1997.01.17;;;0-0;0;984;1522;0-0;0;1,496
SoufianeElMesbahi;1543;MAR;16;2001.02.22;;;0-0;0;1,218;1465;0-0;0;1,530
HugoSchott;1543;FRA;21;1996.09.05;;;0-0;0;2,739;1059;0-0;0;9,845
PhilipBachmaier;1545;AUT;21;1996.10.30;;;0-0;0;1,140;1521;0-0;0;2,222
RomanBlokhin;1545;RUS;18;1999.03.16;;;0-0;0;1,692;1498;0-0;0;1,980
AmitGabreal;1545;ISR;18;1999.09.17;;;0-0;0;1,140;1157;0-0;0;3,650
NicholasHorton;1545;AUS;22;1995.03.18;;;0-0;0;822;1028;0-0;0;6,324
KarimHossam;1545;EGY;23;1994.04.08;;;0-0;0;1,416;337;0-2;0;46,668
AlexanderJhun;1545;GBR;22;1995.05.08;;;0-0;0;1,244;1034;0-0;0;9,252
AdilKalyanpur;1545;IND;17;2000.01.26;;;0-0;0;1,244;1543;0-0;0;2,378
IvanKosec;1545;SVK;26;1991.04.15;;;0-0;0;1,140;1065;0-0;0;9,224
PalaphoomKovapitukted;1545;THA;18;1999.12.05;;;0-0;0;951;1060;0-0;0;2,163
AljazRadinski;1545;SLO;22;1995.06.08;84;188;0-0;0;1,348;802;1-0;0;10,178
TomSchonenberg;1545;GER;26;1991.06.15;75;185;0-0;0;3,196;379;0-0;0;34,879
NathanSeateun;1545;FRA;20;1997.06.25;;;0-0;0;600;1416;0-0;0;4,802
AnthonySusanto;1545;INA;20;1997.05.23;;;1-2;0;1,348;1413;1-2;0;3,420
Rui-XuanWang;1545;CHN;21;1996.03.27;77;188;0-0;0;1,680;948;0-0;0;5,800
GonzalesAustin;1559;USA;25;1992.11.05;86;180;0-0;0;982;702;0-0;0;21,257
SagadatAyap;1559;KAZ;22;1995.05.25;77;193;0-0;0;1,848;1280;0-0;0;17,008
LeventeGodry;1559;HUN;25;1992.04.17;88;185;0-0;0;1,915;513;3-4;0;21,610
AlastairGray;1559;GBR;19;1998.06.22;73;188;0-0;0;1,884;986;0-0;0;3,930
ImanolLopezMorillo;1559;ESP;18;1999.11.18;;;0-0;0;1,400;1559;0-0;0;1,806
LouroiMartinez;1559;SUI;19;1998.10.01;;;0-0;0;1,662;902;0-0;0;4,214
RajkoMladenovic;1559;SRB;32;1985.10.25;;;0-0;0;1,400;1547;0-0;0;2,726
DanielMora;1559;COL;21;1996.06.21;70;;0-0;0;1,296;992;0-0;0;8,947
RayaneOumaouche;1559;FRA;20;1997.06.22;;;0-0;0;546;1424;0-0;0;2,816
VigneshPeranamallur;1559;IND;30;1987.11.06;75;173;0-0;0;1,626;786;0-0;0;28,434
IvanSabanov;1559;CRO;25;1992.06.25;73;178;0-0;0;9,323;195;0-0;0;38,888
FrancescoSalviato;1559;ITA;23;1994.06.10;;;0-0;0;1,400;1323;0-0;0;3,682
LeandroSerranoSanz;1559;ESP;23;1994.05.27;;;0-0;0;1,296;1320;0-0;0;3,834
ShonigmatjonShofayziyev;1559;UZB;24;1993.06.30;85;203;0-0;0;2,092;419;0-0;0;44,942
BrandonWalkin;1559;AUS;23;1994.08.16;79;188;0-0;0;1,705;692;0-0;0;9,727
PakLongYeung;1559;HKG;22;1995.02.14;;;0-0;0;1,224;736;0-0;0;5,178
ParamveerSinghBajwa;1575;IND;19;1998.02.13;;;0-0;0;1,452;1302;0-0;0;3,097
FelipeCunha-Silva;1575;POR;20;1997.03.31;78;180;0-1;0;4,398;344;0-2;0;15,884
AlexanderDonski;1575;BUL;19;1998.08.01;;;0-0;0;1,556;1575;0-0;0;3,017
KamilGajewski;1575;POL;22;1995.02.05;;;0-0;0;1,140;567;0-0;0;10,419
AlbertoLim;1575;PHI;18;1999.05.16;;;1-3;0;1,140;1563;1-3;0;2,752
JesonPatrombon;1575;PHI;24;1993.03.27;;;0-1;0;366;1063;0-1;0;15,054
RoySmith;1575;USA;19;1998.09.13;75;191;0-0;0;504;1416;0-0;0;3,052
ShengHaoZhou;1575;CHN;21;1996.10.07;68;175;0-0;0;1,060;1092;0-0;0;9,566
DavidFleming;1583;CHI;25;1992.04.05;66;;0-0;0;1,556;1082;0-0;0;17,735
BerndKossler;1583;AUT;24;1993.07.13;;;0-0;0;960;768;0-0;0;10,222
ArataOnozawa;1583;JPN;29;1988.04.28;;;0-0;0;2,037;274;0-0;0;77,715
VictorPoncelet;1583;BEL;20;1997.12.26;;;0-0;0;1,780;1056;0-0;0;7,184
DhruvSunish;1583;IND;18;1999.11.19;;;0-0;0;1,608;1013;0-0;0;3,500
LucasBouquet;1588;FRA;20;1997.08.05;;;0-0;0;1,688;1075;0-0;0;9,990
LuisDiegoChavezVillalpando;1588;ESP;22;1995.10.24;;;0-0;0;2,456;1327;0-0;0;7,100
SamyGrace;1588;EGY;18;1999.07.04;;;0-0;0;2,076;1269;0-0;0;3,292
YuHsiouHsu;1588;TPE;18;1999.04.02;;;0-0;0;2,046;921;0-0;0;7,478
HugoPontico;1588;FRA;20;1997.10.19;;;0-0;0;2,524;1435;0-0;0;4,858
AndrejGlvac;1593;SVK;20;1997.01.31;;;0-0;0;2,024;1593;0-0;0;2,892
RyotaKishi;1593;JPN;24;1993.06.30;;;0-0;0;2,128;860;0-0;0;16,082
NikolayKolobaev;1593;ISR;19;1998.05.01;;;0-0;0;2,024;1433;0-0;0;5,192
SimonNavarro;1593;CHI;25;1992.02.08;84;191;0-0;0;882;619;0-0;0;13,153
MatthieuRoy;1593;FRA;28;1989.09.22;;;0-0;0;1,252;676;0-0;0;33,685
GorazdSrbljak;1593;MKD;20;1997.08.24;;;0-0;0;2,024;1170;0-0;0;5,370
EstebanBruna;1599;CHI;22;1995.01.19;80;183;0-0;0;1,922;1106;0-0;0;12,910
JoelCannell;1599;GBR;20;1997.11.27;;;0-0;0;1,827;709;0-0;0;9,363
FarrisFathiGosea;1599;GBR;23;1994.03.03;;;0-0;0;3,763;400;0-0;0;29,183
JustinBarki;1602;INA;17;2000.05.26;;;0-0;0;3,494;403;0-0;0;7,076
MubarakShannanZayid;1603;QAT;22;1995.04.14;;;0-1;0;14,231;1159;0-2;0;39,184
SefaSuluoglu;1604;TUR;22;1995.05.08;;;0-0;0;2,908;1248;0-0;0;17,168
AriaHarajchi;1605;SUI;21;1996.03.28;74;188;0-0;0;3,480;917;0-0;0;14,795
AmmarAlhogbani;1606;USA;19;1998.12.15;;;0-0;0;258;1604;0-0;0;472
PhilipAplienz;1606;AUT;20;1997.11.17;;;0-0;0;258;1604;0-0;0;258
JoseAntonioArcosDelValle;1606;ESP;16;2001.07.26;;;0-0;0;258;1604;0-0;0;312
TedBachev;1606;BUL;21;1996.10.08;;;0-0;0;258;1604;0-0;0;612
FranciscoBastias;1606;ARG;18;1999.11.15;;;0-0;0;258;1606;0-0;0;312
LawrenceBataljin;1606;AUS;21;1996.05.22;53;168;0-0;0;258;1606;0-0;0;2,346
FlorentBax;1606;FRA;18;1999.06.16;;;0-0;0;258;1604;0-0;0;574
JaimeBendeck;1606;USA;21;1996.11.21;;;0-0;0;430;1606;0-0;0;1,434
DariusFlorinBragusi;1606;ROU;24;1993.06.18;74;180;0-0;0;258;936;0-1;0;8,307
SantiagoBramajo;1606;ARG;17;2000.11.07;;;0-0;0;258;1606;0-0;0;354
JacobBullard;1606;USA;16;2001.02.21;;;0-0;0;258;1604;0-0;0;312
JuanFelipeCastellanos;1606;COL;17;2000.01.16;;;0-0;0;258;1604;0-0;0;258
EzequielCerrini;1606;USA;21;1996.05.11;;;0-0;0;258;1606;0-0;0;362
LouisClark;1606;AUS;18;1999.05.28;;;0-0;0;430;1604;0-0;0;520
SeppeCuypers;1606;BEL;19;1998.06.24;;;0-0;0;258;1449;0-0;0;718
DanielCzepielewski;1606;GER;21;1996.04.21;;;0-0;0;258;1604;0-0;0;1,742
JackDavis;1606;CAN;18;1999.06.24;;;0-0;0;430;1604;0-0;0;788
JulienDeCuyper;1606;FRA;18;1999.05.18;;;0-0;0;258;1604;0-0;0;258
DorianDescloix;1606;FRA;29;1988.03.14;86;193;0-0;0;258;666;0-0;0;33,827
AntonDesyatnik;1606;RUS;22;1995.10.07;;;0-0;0;258;829;0-0;0;10,728
YounesElAynaoui;1606;MAR;46;1971.09.12;86;193;0-0;0;258;14;265-227;5;4,044,667
AdrianExposito;1606;ESP;21;1996.06.30;;;0-0;0;270;1328;0-0;0;808
StefanFiacan;1606;SUI;23;1994.03.29;75;;0-0;0;430;1478;0-0;0;7,361
JesseFlores;1606;CAN;22;1995.03.31;;;0-0;0;258;1604;0-0;0;412
SergiFontcuberta;1606;ESP;20;1997.03.13;;;0-0;0;258;1604;0-0;0;796
ConstantinFrantzen;1606;GER;19;1998.03.16;;;0-0;0;430;1606;0-0;0;1,130
MarcusFugate;1606;USA;29;1988.01.22;;;0-0;0;258;587;0-0;0;34,813
RobertsGrinvalds;1606;LAT;18;1999.05.10;;;0-0;0;258;1604;0-0;0;506
TihomirGrozdanov;1606;BUL;30;1987.04.29;;;0-0;0;258;394;4-2;0;53,888
DanielGrunberger;1606;BEL;21;1996.09.02;78;180;0-0;0;430;1604;0-0;0;744
TianjiaGuo;1606;CHN;21;1996.12.05;;;0-0;0;430;1604;0-0;0;1,126
ShawnH.Hadavi;1606;USA;22;1995.10.24;;;0-0;0;258;1604;0-0;0;674
MitchellHarper;1606;AUS;20;1997.09.05;66;178;0-0;0;430;1604;0-0;0;2,202
JanHernych;1606;CZE;38;1979.07.07;83;188;0-0;0;258;59;79-118;0;2,178,092
JoshuaHoward-Tripp;1606;RSA;18;1999.06.24;;;0-0;0;258;1326;0-0;0;692
JesseHutaGalung;1606;NED;32;1985.10.06;89;;0-0;0;258;91;9-33;0;946,839
JuanIgnacioIliev;1606;ARG;24;1993.07.23;75;183;0-0;0;258;1316;0-0;0;5,296
JacobKahoun;1606;SUI;25;1992.04.05;64;173;0-0;0;162;783;0-0;0;9,766
McclainKessler;1606;USA;21;1996.07.18;;;0-0;0;430;1604;0-0;0;570
MajedKilani;1606;TUN;20;1997.01.01;;;0-0;0;430;921;0-0;0;7,404
BorisKozlov;1606;USA;17;2000.08.26;79;185;0-0;0;896;1233;0-0;0;2,350
GuillaumeLaurent;1606;FRA;22;1995.07.21;;;0-0;0;258;1604;0-0;0;456
Zhao-TaiLi;1606;CHN;23;1994.03.14;85;188;0-0;0;430;1553;0-0;0;4,214
MikeLoccisano;1606;GER;17;2000.06.18;;;0-0;0;430;1604;0-0;0;1,106
DanielLustig;1606;CZE;33;1984.11.25;83;191;0-0;0;258;396;0-0;0;66,036
TadMaclean;1606;GBR;17;2000.08.18;;;0-0;0;258;1604;0-0;0;312
JoseMariaMartinDeOlivaCarr;1606;ESP;21;1996.11.16;;;0-0;0;430;1604;0-0;0;792
EuanMcintosh;1606;GBR;22;1995.05.08;;;0-0;0;258;1604;0-0;0;502
JoelMeda;1606;BUR;22;1995.02.08;;;0-0;0;430;1604;0-0;0;1,348
NicolasMejia;1606;COL;17;2000.02.11;77;185;0-0;0;258;1558;0-0;0;1,826
RobertoMenendez;1606;ESP;41;1976.07.09;;;0-0;0;430;292;0-0;0;42,267
KhololwamMontsi;1606;RSA;15;2002.11.20;;;0-0;0;216;1483;0-0;0;474
AdamMoundir;1606;SUI;22;1995.04.26;95;191;0-0;0;258;1595;0-0;0;652
DavidMrazek;1606;CZE;25;1992.09.14;;;0-0;0;258;1604;0-0;0;862
PhuongVanNguyen;1606;VIE;16;2001.02.27;;;0-0;0;258;1604;0-0;0;972
ChristopheNickels;1606;LUX;27;1990.09.01;;;0-0;0;258;1604;0-0;0;1,046
JulienObry;1606;FRA;26;1991.09.04;73;173;0-0;0;258;250;0-0;0;90,889
Jie-MingPai;1606;TPE;17;2000.10.30;;;0-0;0;430;1604;0-0;0;484
ZlatanPalazov;1606;BUL;18;1999.05.11;;;0-0;0;258;1604;0-0;0;452
DavidPel;1606;NED;26;1991.07.09;93;;0-1;0;16,755;146;0-1;0;42,811
JanisPodzus;1606;LAT;23;1994.06.29;88;193;0-0;0;258;675;0-9;0;16,251
DemianRaab;1606;GER;24;1993.07.20;79;188;0-0;0;162;849;0-0;0;15,137
AlanFernandoRubioFierros;1606;MEX;18;1999.02.03;;;0-0;0;1,508;1606;0-0;0;2,204
RazvanSabau;1606;ROU;40;1977.06.18;76;185;0-0;0;258;74;21-53;0;714,904
YairSarouk;1606;ISR;16;2001.08.15;;;0-0;0;258;1604;0-0;0;670
MathieuScaglia;1606;FRA;19;1998.11.23;;;0-0;0;430;1604;0-0;0;800
DenisSemenikhin;1606;USA;25;1992.02.20;88;196;0-0;0;258;1604;0-0;0;258
IvanSergeyev;1606;UKR;29;1988.01.20;78;175;0-0;0;258;147;5-1;0;261,683
RishabhSharda;1606;IND;17;2000.01.09;;;0-0;0;258;1604;0-0;0;452
Jia-HongShen;1606;TPE;22;1995.02.26;;;0-0;0;430;1604;0-0;0;430
ChristianSigsgaard;1606;DEN;20;1997.03.14;;;0-0;0;258;1604;2-1;0;754
EnzoSommer;1606;SUI;22;1995.05.01;;;0-0;0;258;898;0-0;0;2,980
KrisjanisStabins;1606;LAT;28;1989.06.28;;;0-0;0;1,283;913;0-0;0;6,805
DominikSuc;1606;CZE;27;1990.09.19;71;175;0-0;0;258;626;0-0;0;26,997
YannickThivant;1606;FRA;30;1987.01.22;78;180;0-0;0;430;590;0-0;0;14,922
MatteoTinelli;1606;ITA;20;1997.02.05;;;0-0;0;258;988;0-0;0;5,918
TeeradonTortrakul;1606;THA;21;1996.01.29;;;0-0;0;258;1604;0-0;0;258
DuilioVallebuona;1606;PER;25;1992.07.06;;;0-0;0;258;971;0-1;0;11,369
